Start Date/time (UTC);End Date/time (UTC);Location in meters (m);SCG warning level (1 to 3 or Noise)
2020-12-07 10:34:43.000000000;;29.0;N
2020-12-21 14:53:46.000000000;2021-01-31 23:36:00;29.0;N
2020-12-21 14:53:46.000000000;;29.0;N
2021-02-01 17:25:00.000000000;;29.0;N
2021-03-12 09:21:42.000000000;;652.0;N
2021-03-12 09:22:29.000000000;2021-03-31 23:36:00;1314.0;3
2021-03-21 20:57:13.000000000;2021-04-30 23:38:00;29.0;N
2021-03-21 20:57:13.000000000;;652.0;N
2021-03-12 09:22:29.000000000;2021-04-30 23:38:00;1314.0;3
2021-04-27 06:48:59.000000000;2021-04-30 23:38:00;1388.0;N
2021-03-21 20:57:13.000000000;2021-05-31 23:36:00;29.0;N
2021-05-03 06:31:32.000000000;;497.0;N
2021-04-05 08:19:44.000000000;2021-05-31 23:36:00;652.0;N
2021-03-12 09:22:29.000000000;2021-05-31 23:36:00;1314.0;3
2021-05-21 03:36:32.000000000;2021-05-31 23:36:00;1361.0;N
2021-04-27 06:48:59.000000000;;1388.0;N
2021-03-21 20:57:13.000000000;2021-06-30 23:59:00;29.0;N
2021-05-21 03:35:53.000000000;2021-06-30 23:59:00;497.0;N
2021-04-05 08:19:44.000000000;;652.0;N
2021-06-10 08:59:28.000000000;2021-06-30 23:59:00;1080.0;N
2021-03-12 09:22:29.000000000;2021-06-30 23:59:00;1314.0;3
2021-05-21 03:36:32.000000000;;1361.0;N
2021-04-27 06:48:59.000000000;;1388.0;N
2021-03-21 20:57:13.000000000;2021-07-31 23:59:00;29.0;N
2021-05-21 03:35:53.000000000;2021-07-31 23:59:00;497.0;N
2021-06-10 08:58:34.000000000;2021-07-31 23:59:00;652.0;N
2021-06-10 08:59:28.000000000;;1080.0;N
2021-07-29 09:03:20.000000000;;1125.0;N
2021-03-12 09:22:29.000000000;;1314.0;3
2021-05-21 03:36:32.000000000;;1361.0;N
2021-07-29 09:03:32.000000000;2021-07-31 23:59:00;1440.0;N
2021-03-21 20:57:13.000000000;2021-08-31 23:59:00;29.0;N
2021-05-21 03:35:53.000000000;2021-08-31 23:59:00;497.0;N
2021-06-10 08:58:34.000000000;2021-08-31 23:59:00;652.0;N
2021-07-29 09:03:10.000000000;2021-08-31 23:59:00;1080.0;N
2021-07-29 09:03:20.000000000;;1125.0;N
2021-07-29 09:04:13.000000000;2021-08-31 23:59:00;1314.0;3
2021-07-29 09:03:32.000000000;2021-08-31 23:59:00;1440.0;N
2021-03-21 20:57:13.000000000;2021-09-30 23:59:00;29.0;N
2021-05-21 03:35:53.000000000;2021-09-30 23:59:00;497.0;N
2021-06-10 08:58:34.000000000;2021-09-30 23:59:00;652.0;N
2021-09-07 07:09:13.000000000;;1020.0;N
2021-07-29 09:03:10.000000000;2021-09-30 23:59:00;1080.0;N
2021-07-29 09:04:13.000000000;;1314.0;3
2021-07-29 09:03:32.000000000;2021-09-30 23:59:00;1440.0;N
2021-03-21 20:57:13.000000000;2021-10-27 21:59:00;29.0;N
2021-10-01 08:52:41.000000000;2021-10-27 21:59:00;443.0;N
2021-05-21 03:35:53.000000000;2021-10-27 21:59:00;497.0;N
2021-06-10 08:58:34.000000000;2021-10-27 21:59:00;652.0;N
2021-09-22 06:54:51.000000000;2021-10-27 21:59:00;1020.0;N
2021-07-29 09:03:10.000000000;2021-10-27 21:59:00;1080.0;N
2021-09-24 07:15:45.000000000;2021-10-27 21:59:00;1314.0;3
