Start Date/time (UTC);End Date/time (UTC);Location in meters (m);SCG warning level (1 to 3 or Noise)
2019-10-28 11:38:41.000000000;2019-10-31 23:59:00.000000000;768.0;3
2019-10-28 11:38:41.000000000;2019-11-30 23:59:00.000000000;768.0;3
2019-10-28 11:38:41.000000000;2019-12-29 13:16:30.000000000;768.0;3
2020-08-24 11:40:55.000000000;2020-08-31 23:59:00.000000000;127.0;3
2020-08-24 11:40:55.000000000;2020-09-30 23:48:00.000000000;127.0;3
2020-08-24 11:40:55.000000000;2020-10-26 05:08:38.000000000;127.0;3
2020-11-26 10:56:34.000000000;2020-11-30 23:47:00.000000000;440.0;3
2020-11-26 10:56:34.000000000;2020-12-31 23:48:00.000000000;440.0;3
2020-11-26 10:56:34.000000000;2021-01-31 23:48:00.000000000;440.0;3
2020-11-26 10:56:34.000000000;2021-02-18 07:59:12.000000000;440.0;3
2021-02-02 16:00:57.000000000;2021-02-28 23:50:00.000000000;1175.0;3
2021-02-02 16:00:57.000000000;2021-03-11 09:18:24.000000000;1175.0;3
2021-03-11 09:18:24.000000000;2021-04-26 09:07:50.000000000;1175.0;3
2021-04-26 09:07:50.000000000;2021-05-31 23:51:00.000000000;1175.0;3
2021-04-26 09:07:50.000000000;2021-06-07 03:27:29.000000000;1175.0;3
2021-02-02 16:00:57.000000000;2021-07-21 04:36:16.000000000;1175.0;3
2021-10-14 06:35:42.000000000;2021-10-22 05:52:59.000000000;421.0;3
2021-10-14 06:35:49.000000000;2021-10-31 23:59:00.000000000;438.0;3
2021-10-06 05:06:53.000000000;2021-10-22 05:52:12.000000000;468.0;3
2021-10-14 06:35:32.000000000;2021-10-22 05:52:28.000000000;486.0;3
2021-10-14 06:35:26.000000000;2021-10-31 23:59:00.000000000;513.0;3
2021-10-06 05:06:53.311858700;2021-12-10 15:38:33.865455900;467.92398803821516;3
2021-10-14 06:35:26.383022300;2022-01-12 13:14:53.974915300;513.1615333142909;3
2021-10-14 06:35:42.242568800;2021-12-12 23:18:59.897365000;421.2727694722622;3
2021-10-14 06:35:49.133188100;2022-01-18 11:24:02.992662100;438.2368489507905;3
2021-10-22 05:52:12.273719900;2021-12-10 15:38:33.865455900;467.92398803821516;3
2021-10-22 05:52:28.789316300;;486.30174080662084;3
2021-10-22 05:52:59.211924100;2021-12-12 23:18:59.897365000;421.2727694722622;3
2021-10-06 05:06:53.311858700;2021-12-10 15:38:33.865455900;467.92398803821516;3
2021-10-14 06:35:26.383022300;2022-01-12 13:14:53.974915300;513.1615333142909;3
2021-10-14 06:35:42.242568800;2021-12-12 23:18:59.897365000;421.2727694722622;3
2021-10-14 06:35:49.133188100;2022-01-18 11:24:02.992662100;438.2368489507905;3
2021-10-22 05:52:12.273719900;2021-12-10 15:38:33.865455900;467.92398803821516;3
2021-10-22 05:52:28.789316300;;486.30174080662084;3
2021-10-22 05:52:59.211924100;2021-12-12 23:18:59.897365000;421.2727694722622;3
2021-10-14 06:35:26.383022300;2022-01-12 13:14:53.974915300;513.1615333142909;3
2021-10-14 06:35:49.133188100;2022-01-18 11:24:02.992662100;438.2368489507905;3
2021-10-22 05:52:28.789316300;;486.30174080662084;3
2022-01-12 13:14:53.878999300;2022-01-18 11:24:02.992662100;438.2368489507905;3
2022-01-12 13:14:53.994040600;;513.1615333142909;3
2022-01-12 13:15:54.894979400;;889.2487831804386;3
2021-10-22 05:52:28.789316300;2022-02-21 08:40:33.467038300;486.3072227095825;3
2022-01-12 13:14:53.994040600;;513.1662577179362;3
2022-01-12 13:15:54.894979400;2022-02-23 08:26:41.281643500;889.2525507428426;3
2022-02-21 08:40:33.467038300;;486.3072227095825;3
2022-02-21 08:40:42.263474000;2022-02-23 08:26:41.281643500;889.2525507428426;3
2021-10-14 06:35:26.383022300;2022-03-04 05:15:22.354051300;513.1662577179362;3
2021-10-14 06:35:32.086317500;2022-03-07 16:25:13.984647400;486.3072227095825;3
2021-10-22 05:52:28.789316300;2022-03-07 16:25:13.984647400;486.3072227095825;3
2022-01-12 13:14:53.994040600;2022-03-04 05:15:22.354051300;513.1662577179362;3
2022-02-21 08:40:33.467038300;2022-03-07 16:25:13.984647400;486.3072227095825;3
