Start Date/time (UTC);End Date/time (UTC);Location in meters (m);SCG warning level (1 to 3 or Noise)
2021-10-04 09:35:21.000000000;2021-10-31 23:52:00.000000000;1158.0;N
2021-10-04 09:34:57.000000000;2021-10-31 23:52:00.000000000;1319.0;N
2021-10-04 09:34:57.675136500;2021-12-24 11:10:03.402634800;1318.6198730361969;N
2021-10-04 09:35:21.972384300;2022-01-04 08:17:56.387273800;1157.527220776608;N
2021-10-04 09:34:57.675136500;2021-12-24 11:10:03.402634800;1318.6245562976746;N
2021-10-04 09:35:21.972384300;2022-01-04 08:17:56.387273800;1157.5314151474915;N
2021-12-16 08:52:12.024617400;2021-12-21 15:06:04.873099800;1195.8869249451539;2
2021-12-16 08:52:24.470508700;2022-01-04 08:18:06.653213300;786.7614871034186;N
2021-12-16 08:52:40.099920800;2021-12-24 11:10:03.402634800;1318.6245562976746;N
2021-12-21 15:59:01.711980900;;1195.8869249451539;2
2021-10-04 09:35:21.972384300;2022-01-04 08:17:56.387273800;1157.527220776608;N
2021-12-16 08:52:24.470508700;2022-01-04 08:18:06.653213300;786.7584179569197;N
2021-12-21 15:59:01.711980900;;1195.8826141717482;2
2022-01-04 08:17:56.402961300;;1157.527220776608;N
2022-01-04 08:18:06.668795300;;786.7584179569197;N
2022-01-04 08:18:25.825555900;;1502.72576133287;N
2021-12-21 15:59:01.711980900;;1195.8869249451539;2
2022-01-04 08:17:56.402961300;2022-02-16 06:55:15.397743100;1157.5314151474915;N
2022-01-04 08:18:06.668795300;2022-02-16 06:55:21.382386500;786.7614871034186;N
2022-01-04 08:18:25.825555900;2022-02-15 03:43:59.011946900;1502.7310033264564;N
2022-02-16 06:55:15.413431400;;1157.5314151474915;N
2022-02-16 06:55:21.397948800;;786.7614871034186;N
2022-02-16 06:56:10.227300300;;1851.1843645834392;N
2021-12-21 15:59:01.711980900;;1195.8869249451539;2
2022-02-16 06:55:15.413431400;;1157.5314151474915;N
2022-02-16 06:55:21.397948800;;786.7614871034186;N
2022-02-16 06:56:10.227300300;;1851.1843645834392;N
