Start Date/time (UTC);End Date/time (UTC);Location in meters (m);SCG warning level (1 to 3 or Noise)
2021-07-02 14:39:43.000000000;2021-07-31 23:48:00.000000000;292.0;2
2021-07-02 14:39:57.000000000;2021-07-31 23:48:00.000000000;476.0;2
2021-07-02 14:39:43.000000000;2021-08-31 23:41:00.000000000;292.0;2
2021-07-02 14:39:57.000000000;2021-08-31 23:41:00.000000000;476.0;2
2021-08-13 03:24:49.000000000;2021-09-02 03:08:34.000000000;803.0;N
2021-09-20 03:13:49.000000000;2021-09-30 23:59:00.000000000;90.0;N
2021-07-02 14:39:43.000000000;2021-09-30 23:59:00.000000000;292.0;2
2021-07-02 14:39:57.000000000;2021-09-30 23:59:00.000000000;476.0;2
2021-08-23 05:50:29.000000000;2021-09-23 02:36:33.000000000;803.0;N
2021-09-20 03:13:49.000000000;2021-10-31 23:59:00.000000000;90.0;N
2021-07-02 14:39:43.000000000;2021-10-31 23:59:00.000000000;292.0;2
2021-07-02 14:39:57.000000000;2021-10-31 23:59:00.000000000;476.0;2
2021-09-23 02:36:33.000000000;2021-10-31 23:59:00.000000000;803.0;N
2021-07-02 14:39:43.234997300;;291.8574609878508;2
2021-07-02 14:39:57.282191700;;476.3831354290246;2
2021-09-20 03:13:49.861015200;;89.74514708638523;N
2021-09-23 02:36:33.193239900;;803.4306673060617;N
2021-07-02 14:39:43.234997300;;291.86267526319773;2
2021-07-02 14:39:57.282191700;;476.3784862645989;2
2021-09-20 03:13:49.861015200;2022-02-16 06:34:22.150073800;89.74611683857016;N
2021-09-23 02:36:33.193239900;;803.427925453031;N
2021-12-02 09:23:19.623134900;2022-02-16 06:34:35.337860100;10.856425750706462;N
2021-07-02 14:39:43.234997300;;291.8574609878508;2
2021-07-02 14:39:57.282191700;;476.3831354290246;2
2021-09-20 03:13:49.861015200;;89.74514708638523;N
2021-09-23 02:36:33.193239900;;803.4306673060617;N
2021-12-02 09:23:19.623134900;;10.856283110978685;N
2021-07-02 14:39:43.234997300;;291.86267526319773;2
2021-07-02 14:39:57.282191700;;476.3784862645989;2
2021-09-20 03:13:49.861015200;2022-02-16 06:34:22.150073800;89.74611683857016;N
2021-09-23 02:36:33.193239900;;803.427925453031;N
2021-12-02 09:23:19.623134900;2022-02-16 06:34:35.337860100;10.856425750706462;N
2022-02-16 06:34:22.150073800;;89.74611683857016;N
2022-02-16 06:34:35.353551000;;10.856425750706462;N
2021-07-02 14:39:43.234997300;;291.864835166318;2
2021-07-02 14:39:57.282191700;;476.37656044670854;2
2021-09-23 02:36:33.193239900;;803.4267896984877;N
2022-02-16 06:34:22.150073800;2022-03-08 06:12:23.219787800;89.74651853787267;N
2022-02-16 06:34:35.353551000;;10.856484836192482;N
2022-03-08 06:12:23.235364800;;89.74651853787267;N
