Start Date/time (UTC);End Date/time (UTC);Location in meters (m);SCG warning level (1 to 3 or Noise)
2019-03-26 17:52:23.000000000;2019-03-31 23:59:00.000000000;505.0;3
2019-03-26 17:52:23.000000000;2019-04-30 23:59:00.000000000;505.0;3
2019-03-26 17:52:23.000000000;2019-05-31 23:59:00.000000000;505.0;3
2019-06-06 09:34:44.000000000;2019-06-30 23:59:00.000000000;115.0;3
2019-06-06 09:35:01.000000000;2019-06-30 23:59:00.000000000;177.0;3
2019-03-26 17:52:23.000000000;2019-06-30 23:59:00.000000000;505.0;3
2019-06-06 09:34:44.000000000;2019-07-23 14:43:22.000000000;115.0;N
2019-06-06 09:35:01.000000000;2019-07-23 14:43:25.000000000;177.0;N
2019-03-26 17:52:23.000000000;2019-07-31 23:59:00.000000000;505.0;3
2019-06-06 09:34:44.000000000;2019-08-02 20:46:38.000000000;115.0;N
2019-07-23 14:43:25.000000000;2019-08-14 14:52:26.000000000;177.0;N
2019-03-26 17:52:23.000000000;2019-08-30 21:59:00.000000000;505.0;3
2019-06-06 09:35:01.000000000;2019-09-30 13:45:51.000000000;172.0;N
2019-03-26 17:52:23.000000000;2019-09-30 23:59:00.000000000;512.0;3
2019-03-26 17:52:23.000000000;2019-10-31 23:47:00.000000000;493.0;3
2019-03-26 17:52:23.000000000;2019-11-30 23:49:00.000000000;493.0;3
2019-03-26 17:52:23.000000000;2019-12-31 23:53:00.000000000;493.0;3
2019-03-26 17:52:23.000000000;2020-01-31 23:54:00.000000000;493.0;3
2019-03-26 17:52:23.000000000;2020-02-19 12:46:38.000000000;493.0;3
2020-05-15 15:15:42.000000000;2020-05-31 21:59:00.000000000;606.0;3
2020-06-05 11:26:24.000000000;2020-06-30 23:59:00.000000000;493.0;3
2020-05-15 15:15:42.000000000;2020-06-30 23:59:00.000000000;606.0;3
2020-06-05 11:26:24.000000000;2020-07-31 23:59:00.000000000;493.0;3
2020-05-15 15:15:42.000000000;2020-07-31 23:59:00.000000000;606.0;3
2020-06-05 11:26:24.000000000;2020-08-31 23:59:00.000000000;493.0;3
2020-05-15 15:15:42.000000000;2020-08-31 23:59:00.000000000;606.0;3
2020-06-05 11:26:24.000000000;2020-09-30 23:50:00.000000000;493.0;3
2020-05-15 15:15:42.000000000;2020-09-30 23:50:00.000000000;606.0;3
2020-10-15 14:08:35.000000000;2020-10-15 13:29:00.000000000;493.0;2
2020-06-05 11:26:24.000000000;2020-10-15 14:08:35.000000000;493.0;3
2020-05-15 15:15:42.000000000;2020-11-09 14:08:53.000000000;606.0;3
2020-10-15 14:08:35.000000000;2020-11-30 00:00:00.000000000;493.0;2
2020-05-15 15:15:42.000000000;2020-11-09 14:08:53.000000000;606.0;3
2020-10-15 14:08:35.000000000;2020-12-17 02:09:26.000000000;493.0;2
2020-06-05 11:26:24.000000000;2020-12-17 02:09:26.000000000;493.0;3
2021-02-16 11:57:16.000000000;2021-02-28 23:48:00.000000000;491.0;3
2021-03-11 03:43:50.000000000;2021-03-23 07:50:11.000000000;319.0;3
2021-03-11 03:45:42.000000000;2021-03-31 23:48:00.000000000;491.0;2
2021-02-16 11:57:16.000000000;2021-03-11 03:45:42.000000000;491.0;3
2021-03-11 03:44:35.000000000;2021-03-23 07:50:24.000000000;585.0;N
2021-03-11 03:44:39.000000000;2021-03-23 07:50:29.000000000;602.0;N
2021-03-11 03:43:50.000000000;2021-04-28 14:09:42.000000000;319.0;3
2021-03-11 03:45:42.000000000;2021-04-30 23:50:00.000000000;491.0;2
2021-03-11 03:44:35.000000000;2021-04-26 18:09:48.000000000;585.0;N
2021-03-11 03:44:39.000000000;2021-04-26 07:30:02.000000000;602.0;N
