Start Date/time (UTC);End Date/time (UTC);Location in meters (m);SCG warning level (1 to 3 or Noise)
2020-09-30 14:07:56.000000000;2020-09-30 23:44:00.000000000;56.0;N
2020-09-30 14:07:56.000000000;2020-11-09 12:06:25.000000000;56.0;N
2020-09-30 14:07:56.000000000;2020-11-23 11:59:27.000000000;56.0;N
2020-11-23 11:59:27.000000000;2020-12-31 23:45:00.000000000;56.0;N
2020-11-23 11:59:27.000000000;2021-01-27 12:34:53.000000000;56.0;N
2021-01-27 12:34:53.000000000;2021-02-16 11:12:08.000000000;56.0;N
2021-02-16 11:12:09.000000000;2021-03-26 09:33:54.000000000;56.0;N
2021-03-26 09:33:54.000000000;2021-04-02 12:03:49.000000000;56.0;N
2021-04-02 12:03:49.000000000;2021-05-14 21:03:44.000000000;56.0;N
2021-05-14 21:03:44.000000000;2021-06-30 23:46:00.000000000;56.0;N
2021-05-14 21:03:44.000000000;2021-07-31 23:52:00.000000000;56.0;N
2021-05-14 21:03:44.000000000;2021-09-01 07:42:37.000000000;56.0;N
2021-05-14 21:03:44.000000000;2021-09-10 03:03:29.000000000;56.0;N
2021-09-10 03:03:29.000000000;2021-10-29 03:54:16.000000000;56.0;N
2021-10-29 03:54:16.341306400;2021-12-22 04:46:19.171810200;56.245854776086986;N
2021-10-29 03:54:16.341306400;2021-12-22 04:46:19.171810200;56.24573857143609;N
2021-12-22 04:46:19.188143600;2022-01-25 10:31:06.839636300;56.24573857143609;N
2021-12-22 04:46:19.188143600;2022-01-25 10:31:06.839636300;56.245854776086986;N
2022-01-25 10:31:06.858597100;2022-02-02 14:35:04.606986900;56.245854776086986;N
2022-01-25 10:31:06.858597100;2022-02-02 14:35:04.606986900;56.24586494593276;N
2022-02-02 14:35:04.656088600;2022-02-07 16:13:24.210388800;56.24586494593276;N
2022-02-07 16:13:24.228366200;2022-02-28 09:13:03.459014100;56.24586494593276;N
2022-02-28 09:13:03.476068300;;56.24586494593276;N
2022-02-28 09:13:03.476068300;2022-03-07 20:07:12.387355200;56.245805426100205;N
2022-03-07 20:07:12.415954200;;56.245805426100205;N
