Start Date/time (UTC);End Date/time (UTC);Location in meters (m);SCG warning level (1 to 3 or Noise)
2020-10-28 21:16:38.000000000;2020-10-31 23:59:00;570.0;3
2020-10-28 21:16:31.000000000;2020-10-31 23:59:00;590.0;3
2020-10-28 21:16:38.000000000;;570.0;3
2020-10-28 21:16:31.000000000;;590.0;3
2020-11-25 12:55:03.000000000;2020-12-31 23:54:00;570.0;3
2020-11-25 12:54:48.000000000;2020-12-31 23:54:00;590.0;3
2020-11-25 12:55:03.000000000;2021-01-31 23:53:00;570.0;3
2020-11-25 12:54:48.000000000;2021-01-31 23:53:00;590.0;3
2020-11-25 12:55:03.000000000;2021-02-28 23:48:00;570.0;3
2021-02-04 15:23:26.000000000;2021-02-28 23:48:00;590.0;2
2020-11-25 12:54:48.000000000;;590.0;3
2020-11-25 12:55:03.000000000;2021-03-31 23:50:00;570.0;3
2021-02-04 15:23:26.000000000;2021-03-31 23:50:00;590.0;2
2021-03-11 08:42:51.000000000;;827.0;N
2020-11-25 12:55:03.000000000;2021-04-30 23:49:00;570.0;3
2021-02-04 15:23:26.000000000;2021-04-30 23:49:00;590.0;2
2021-03-11 08:42:51.000000000;;827.0;N
2020-11-25 12:55:03.000000000;2021-05-31 23:49:00;570.0;3
2021-02-04 15:23:26.000000000;2021-05-31 23:49:00;590.0;2
2021-06-30 03:20:46.000000000;2021-06-30 23:50:00;122.0;N
2020-11-25 12:55:03.000000000;2021-06-30 23:50:00;570.0;3
2021-02-04 15:23:26.000000000;2021-06-30 23:50:00;590.0;2
2021-06-30 03:20:46.000000000;2021-07-31 23:50:00;122.0;N
2020-11-25 12:55:03.000000000;2021-07-31 23:50:00;570.0;3
2021-02-04 15:23:26.000000000;2021-07-31 23:50:00;590.0;2
2021-06-30 03:20:46.000000000;2021-08-31 23:48:00;122.0;N
2020-11-25 12:55:03.000000000;2021-08-31 23:48:00;570.0;3
2021-02-04 15:23:26.000000000;2021-08-31 23:48:00;590.0;2
2021-06-30 03:20:46.000000000;2021-09-30 23:59:00;122.0;N
2020-11-25 12:55:03.000000000;2021-09-30 23:59:00;570.0;3
2021-02-04 15:23:26.000000000;2021-09-30 23:59:00;590.0;2
2021-06-30 03:20:46.000000000;2021-10-31 23:59:00;122.0;N
2021-10-28 09:26:50.000000000;2021-10-31 23:59:00;519.0;3
2020-11-25 12:55:03.000000000;;570.0;3
2021-10-28 09:27:25.000000000;2021-10-31 23:59:00;570.0;N
2021-02-04 15:23:26.000000000;2021-10-31 23:59:00;590.0;2
2021-02-04 15:23:26.738167500;;589.752821312504;2
2021-06-30 03:20:46.084164900;;122.34603126277277;N
2021-10-28 09:26:50.306372500;;519.368649045617;3
2021-10-28 09:27:25.119454600;;569.8496391904757;N
2021-11-11 06:32:36.887406300;;519.368649045617;3
2021-11-22 07:56:31.778576000;;519.368649045617;3
2021-02-04 15:23:26.738167500;;589.752821312504;2
2021-06-30 03:20:46.084164900;;122.34603126277277;N
2021-10-28 09:26:50.306372500;;519.368649045617;3
2021-10-28 09:27:25.119454600;;569.8496391904757;N
2021-11-11 06:32:36.887406300;;519.368649045617;3
2021-11-22 07:56:31.778576000;;519.368649045617;3
2021-12-30 06:59:13.843355000;;122.34603126277277;N
2021-02-04 15:23:26.738167500;;589.752821312504;2
2021-10-28 09:27:25.119454600;;569.8496391904757;N
2021-12-30 06:59:13.843355000;;122.34603126277277;N
2022-01-10 09:02:03.963135100;;122.34603126277277;N
2021-02-04 15:23:26.738167500;;589.752821312504;2
2021-06-30 03:20:46.084164900;;122.34603126277277;N
2021-10-28 09:27:25.119454600;;569.8496391904757;N
2021-12-30 06:59:13.843355000;;122.34603126277277;N
2022-01-10 09:02:03.963135100;;122.34603126277277;N
2021-02-04 15:23:26.738167500;;589.7527189384001;2
2021-10-28 09:27:25.119454600;;569.8496024903262;N
2022-03-03 06:44:59.771372300;;521.7103370261739;3
2022-03-03 07:54:23.027942100;;521.7103370261739;2
