Start Date/time (UTC);End Date/time (UTC);Location in meters (m);SCG warning level (1 to 3 or Noise)
2021-03-29 06:09:03.000000000;2021-03-31 23:47:00;890.0;N
2021-03-26 03:33:00.000000000;2021-03-31 23:47:00;1427.0;N
2021-03-22 13:55:29.000000000;2021-03-31 23:47:00;1519.0;3
2021-03-26 03:33:52.000000000;2021-03-31 23:47:00;1620.0;N
2021-03-26 03:33:41.000000000;2021-03-31 23:47:00;1907.0;N
2021-03-29 06:09:03.000000000;2021-04-30 23:49:00;890.0;N
2021-03-26 03:33:00.000000000;;1427.0;N
2021-03-22 13:55:29.000000000;2021-04-30 23:49:00;1519.0;3
2021-03-26 03:33:52.000000000;;1620.0;N
2021-03-26 03:33:41.000000000;2021-04-30 23:49:00;1907.0;N
2021-03-29 06:09:03.000000000;;890.0;N
2021-03-22 13:55:29.000000000;2021-05-31 23:49:00;1519.0;3
2021-03-26 03:33:52.000000000;;1620.0;N
2021-03-26 03:33:41.000000000;;1907.0;N
2021-06-30 03:31:34.000000000;2021-06-30 23:47:00;323.0;N
2021-05-20 07:59:07.000000000;2021-06-30 23:47:00;890.0;N
2021-06-14 05:57:23.000000000;2021-06-30 23:47:00;1158.0;N
2021-03-22 13:55:29.000000000;2021-06-30 23:47:00;1519.0;3
2021-05-20 07:59:02.000000000;;1907.0;N
2021-06-30 03:32:13.000000000;;2112.0;N
2021-06-30 03:31:24.000000000;2021-06-30 23:47:00;2818.0;N
2021-06-30 03:31:34.000000000;2021-07-31 23:48:00;323.0;N
2021-03-29 06:09:03.000000000;;890.0;N
2021-06-14 05:57:23.000000000;;1158.0;N
2021-03-22 13:55:29.000000000;2021-07-31 23:48:00;1519.0;3
2021-06-30 03:31:02.000000000;2021-07-31 23:48:00;1907.0;N
2021-06-30 03:31:24.000000000;2021-07-31 23:48:00;2818.0;N
2021-06-30 03:31:34.000000000;;323.0;N
2021-03-22 13:55:29.000000000;;1519.0;3
2021-06-30 03:31:02.000000000;;1907.0;N
2021-06-30 03:31:24.000000000;2021-08-31 23:49:00;2818.0;N
2021-08-25 08:49:00.000000000;;323.0;N
2021-08-25 08:52:17.000000000;;1519.0;3
2021-03-26 03:33:41.000000000;;1907.0;N
2021-06-30 03:31:24.000000000;2021-09-30 23:59:00;2818.0;N
2021-09-24 07:18:26.000000000;2021-10-31 23:59:00;323.0;N
2021-10-12 03:20:31.000000000;;1437.0;N
2021-10-29 09:20:37.000000000;2021-10-31 23:59:00;1519.0;2
2021-09-22 09:22:44.000000000;;1519.0;3
2021-06-30 03:31:24.000000000;2021-10-31 23:59:00;2818.0;N
2021-06-30 03:31:24.241297200;;2812.784422840835;N
2021-09-24 07:18:26.098137000;;327.44660513118913;N
2021-10-29 09:20:37.284844200;;1538.2379958175463;2
2021-10-29 09:20:48.519427000;;1455.718908994175;N
2021-11-12 03:33:02.020460500;;1455.718908994175;N
2021-06-30 03:31:24.241297200;;2812.784422840835;N
2021-09-24 07:18:26.098137000;;327.44660513118913;N
2021-10-29 09:20:37.284844200;;1538.2379958175463;2
2021-11-12 03:33:02.020460500;;1455.718908994175;N
2021-12-02 07:31:37.144888700;;1455.718908994175;N
2021-06-30 03:31:24.241297200;;2812.784422840835;N
2021-09-24 07:18:26.098137000;;327.44660513118913;N
2021-10-29 09:20:37.284844200;;1538.2379958175463;2
2021-12-02 07:31:37.144888700;;1455.718908994175;N
2021-06-30 03:31:24.241297200;;2812.784422840835;N
2021-09-24 07:18:26.098137000;;327.44660513118913;N
2021-10-29 09:20:37.284844200;;1538.2379958175463;2
2021-12-02 07:31:37.144888700;;1455.718908994175;N
2021-06-30 03:31:24.241297200;;2812.808753874036;N
2021-09-24 07:18:26.098137000;;327.41386746226004;N
2021-10-29 09:20:37.284844200;;1538.2426209736655;2
2021-12-02 07:31:37.144888700;;1455.7170257872215;N
2022-03-08 06:25:39.664949800;;1455.7170257872215;N
