Start Date/time (UTC);End Date/time (UTC);Location in meters (m);SCG warning level (1 to 3 or Noise)
2017-09-15 08:48:32.000000000;2017-09-30 23:59:00;899.0;N
2017-09-15 08:48:59.000000000;2017-09-30 23:59:00;1247.0;N
2017-09-15 08:48:32.000000000;;899.0;N
2017-10-09 01:33:50.000000000;;945.0;N
2017-09-15 08:48:59.000000000;;1247.0;N
2017-11-01 13:39:51.000000000;;899.0;3
2017-10-18 10:51:42.000000000;;899.0;N
2017-11-01 13:39:46.000000000;;945.0;3
2017-10-21 22:22:05.000000000;;945.0;N
2017-11-01 13:39:40.000000000;2017-11-30 23:59:00;1247.0;3
2017-09-15 08:48:59.000000000;;1247.0;N
2017-11-22 13:18:12.000000000;;899.0;3
2017-11-14 16:17:55.000000000;;945.0;3
2017-11-01 13:39:40.000000000;;1247.0;3
2017-12-26 12:59:54.000000000;2017-12-31 23:59:00;1247.0;N
2017-12-26 12:59:59.000000000;2017-12-31 23:59:00;2492.0;3
2017-11-01 13:39:51.000000000;;899.0;3
2017-09-15 08:48:32.000000000;;899.0;N
2017-12-26 13:00:04.000000000;;945.0;3
2017-11-01 13:39:40.000000000;;1247.0;3
2017-09-15 08:48:59.000000000;;1247.0;N
2017-12-26 12:59:59.000000000;;2492.0;3
2017-11-01 13:39:46.000000000;;945.0;3
2017-10-09 01:33:50.000000000;;945.0;N
2018-01-24 23:10:53.000000000;;2492.0;3
2018-09-07 12:47:18.000000000;;189.0;N
2018-09-07 12:47:18.000000000;2018-09-30 23:59:00;914.0;3
2018-09-24 09:56:56.000000000;;189.0;N
2018-09-07 12:47:18.000000000;;914.0;3
2018-10-24 15:35:30.000000000;;189.0;N
2018-09-07 12:47:18.000000000;;914.0;3
2018-11-01 15:58:57.000000000;;957.0;3
2018-09-07 12:47:18.000000000;;189.0;N
2018-11-01 15:58:57.000000000;;957.0;3
2019-07-17 08:18:57.000000000;;886.0;3
2019-07-22 15:49:43.000000000;;886.0;3
2019-08-14 12:10:20.000000000;2019-09-30 23:59:00;886.0;3
2019-08-14 12:10:20.000000000;;886.0;3
2019-07-17 08:18:57.000000000;;886.0;3
2019-12-23 10:43:21.000000000;2019-12-31 23:59:00;2479.0;3
2019-12-23 10:43:21.000000000;2020-01-31 23:59:00;2479.0;3
2019-12-23 10:43:21.000000000;2020-02-29 23:59:00;2479.0;3
