Start Date/time (UTC);End Date/time (UTC);Location in meters (m);SCG warning level (1 to 3 or Noise)
2020-04-23 16:34:33.000000000;2020-04-30 23:53:00.000000000;261.0;1
2020-04-23 16:34:33.000000000;2020-05-31 20:45:00.000000000;261.0;1
2020-04-23 16:34:33.000000000;2020-06-30 23:42:00.000000000;261.0;1
2020-04-23 16:34:33.000000000;2020-07-31 23:34:00.000000000;261.0;1
2020-04-23 16:34:33.000000000;2020-08-31 23:59:00.000000000;261.0;1
2020-04-23 16:34:33.000000000;2020-09-30 23:39:00.000000000;261.0;1
2020-04-23 16:34:33.000000000;2020-10-31 23:48:00.000000000;261.0;1
2020-04-23 16:34:33.000000000;2020-11-30 23:40:00.000000000;261.0;1
2020-04-23 16:34:33.000000000;2020-12-31 23:46:00.000000000;261.0;1
2020-04-23 16:34:33.000000000;2021-01-31 23:51:00.000000000;261.0;1
2020-04-23 16:34:33.000000000;2021-02-28 23:44:00.000000000;261.0;1
2020-04-23 16:34:33.000000000;2021-03-31 23:41:00.000000000;261.0;1
2020-04-23 16:34:33.000000000;2021-04-30 23:22:00.000000000;261.0;1
2020-04-23 16:34:33.000000000;2021-05-31 23:38:00.000000000;261.0;1
2021-06-28 05:25:15.000000000;2021-06-30 23:29:00.000000000;13.0;N
2020-04-23 16:34:33.000000000;2021-06-30 23:29:00.000000000;261.0;1
2021-06-28 05:25:15.000000000;2021-07-29 07:32:48.000000000;13.0;N
2020-04-23 16:34:33.000000000;2021-07-31 23:34:00.000000000;261.0;1
2021-06-28 05:25:15.000000000;2021-08-28 23:23:59.000000000;13.0;N
2020-04-23 16:34:33.000000000;2021-08-31 23:31:00.000000000;261.0;1
2020-04-23 16:34:33.000000000;2021-09-30 23:59:00.000000000;261.0;1
2020-04-23 16:34:33.000000000;2021-10-31 23:59:00.000000000;261.0;1
2020-04-23 16:34:33.004681000;;261.08650161945616;1
2021-11-17 08:07:52.994686600;2021-12-06 08:34:36.662198000;632.6691041034157;3
2020-04-23 16:34:33.004681000;;261.08413870148524;1
2021-11-17 08:07:52.994686600;2021-12-06 08:34:36.662198000;632.6769794952834;3
2021-12-06 08:34:36.677761700;2021-12-13 05:45:33.294879300;632.6769794952834;3
2021-12-13 05:45:33.310388300;2021-12-27 07:52:52.939627800;632.6769794952834;3
2021-12-27 07:52:52.955256500;2022-01-05 07:00:52.091472000;632.6769794952834;3
2020-04-23 16:34:33.004681000;;261.08650161945616;1
2021-12-27 07:52:52.955256500;2022-01-05 07:00:52.091472000;632.6691041034157;3
2022-01-05 07:00:52.107156200;2022-01-14 06:47:35.210688200;632.6691041034157;3
2022-01-14 06:47:35.226314700;;632.6691041034157;3
2020-04-23 16:34:33.004681000;;261.08413870148524;1
2021-11-17 08:07:52.994686600;2022-02-24 20:20:01.686775800;632.6769794952834;3
2021-12-06 08:34:36.677761700;2022-02-24 20:20:01.686775800;632.6769794952834;3
2021-12-13 05:45:33.310388300;2022-02-24 20:20:01.686775800;632.6769794952834;3
2021-12-27 07:52:52.955256500;2022-02-24 20:20:01.686775800;632.6769794952834;3
2022-01-05 07:00:52.107156200;2022-02-24 20:20:01.686775800;632.6769794952834;3
2022-01-14 06:47:35.226314700;2022-02-24 20:20:01.686775800;632.6769794952834;3
2022-02-10 08:12:49.596099600;2022-02-24 20:20:01.686775800;632.6769794952834;3
2020-04-23 16:34:33.004681000;;261.08413870148524;1
