Date/time (UTC);PD Detection Sensitivity (pC)
2022-01-18 12:00:00;768.8470567907848
2022-01-18 13:00:00;671.4563764555851
2022-01-18 14:00:00;669.3168188958181
2022-01-18 15:00:00;679.8201014619476
2022-01-18 16:00:00;637.1505160370446
2022-01-18 17:00:00;681.5706485563029
2022-01-18 18:00:00;645.6965896990692
2022-01-18 19:00:00;664.1381170750178
2022-01-18 20:00:00;816.9584470968008
2022-01-18 21:00:00;813.4573529080907
2022-01-18 22:00:00;857.3304394603625
2022-01-18 23:00:00;813.9436159898559
2022-01-19 00:00:00;800.7901996281054
2022-01-19 01:00:00;822.6963514616307
2022-01-19 02:00:00;740.1410367549304
2022-01-19 03:00:00;751.7019415239001
2022-01-19 04:00:00;754.8140252471977
2022-01-19 05:00:00;611.3785727034847
2022-01-19 06:00:00;574.3617956041029
2022-01-19 07:00:00;586.4089634548377
2022-01-19 08:00:00;621.0673646076579
2022-01-19 09:00:00;597.3377262175122
2022-01-19 10:00:00;629.9781355810068
2022-01-19 11:00:00;619.2317214739942
2022-01-19 12:00:00;646.4989237839818
2022-01-19 13:00:00;641.8915810842561
2022-01-19 14:00:00;629.0542357256528
2022-01-19 15:00:00;607.4033720100534
2022-01-19 16:00:00;590.8218009218576
2022-01-19 17:00:00;605.0814657946246
2022-01-19 18:00:00;632.4337641439216
2022-01-19 19:00:00;651.8235045293118
2022-01-19 20:00:00;735.0717441275281
2022-01-19 21:00:00;787.916384538369
2022-01-19 22:00:00;803.5497426171232
2022-01-19 23:00:00;750.6321627440162
2022-01-20 00:00:00;784.1356890776442
2022-01-20 01:00:00;766.083172167108
2022-01-20 02:00:00;808.2057116250256
2022-01-20 03:00:00;751.7262546779884
2022-01-20 04:00:00;797.5930198654981
2022-01-20 05:00:00;627.2307491690327
2022-01-20 06:00:00;570.2528725631863
2022-01-20 07:00:00;525.3310915109832
2022-01-20 08:00:00;541.1784541108829
2022-01-20 09:00:00;530.615683490877
2022-01-20 10:00:00;466.63299916149595
2022-01-20 11:00:00;512.2248150003556
2022-01-20 12:00:00;514.4781172658676
