Start Date/time (UTC);End Date/time (UTC);Location in meters (m);SCG warning level (1 to 3 or Noise)
2020-09-16 12:40:05.000000000;2020-09-30 23:49:00.000000000;1972.0;1
2020-09-16 12:40:05.000000000;2020-10-31 23:49:00.000000000;1972.0;1
2020-09-16 12:40:05.000000000;2020-11-30 23:44:00.000000000;1972.0;1
2020-09-16 12:40:05.000000000;2020-12-31 23:48:00.000000000;1972.0;1
2020-09-16 12:40:05.000000000;2021-01-31 23:47:00.000000000;1972.0;1
2020-09-16 12:40:05.000000000;2021-02-08 12:48:02.000000000;1972.0;1
2021-02-08 12:48:02.000000000;2021-03-12 06:41:24.000000000;1972.0;1
2021-03-12 06:41:24.000000000;2021-04-30 23:45:00.000000000;1972.0;1
2021-03-12 06:41:24.000000000;2021-05-31 23:38:00.000000000;1972.0;1
2021-03-12 06:41:24.000000000;2021-06-30 23:35:00.000000000;1972.0;1
2021-07-29 06:55:00.000000000;2021-07-31 23:43:00.000000000;1660.0;3
2021-03-12 06:41:24.000000000;2021-07-31 23:43:00.000000000;1972.0;1
2021-07-29 06:55:00.000000000;2021-08-31 23:36:00.000000000;1660.0;3
2021-03-12 06:41:24.000000000;2021-08-31 23:36:00.000000000;1972.0;1
2021-07-29 06:55:00.000000000;2021-09-25 19:42:13.000000000;1660.0;3
2021-03-12 06:41:24.000000000;2021-09-30 23:52:00.000000000;1972.0;1
2021-03-12 06:41:24.000000000;2021-10-31 23:59:00.000000000;1972.0;1
2021-03-12 06:41:24.941841900;2021-11-12 03:26:40.452001300;1972.4602703679764;1
2021-11-12 03:26:40.467687300;2021-11-18 04:00:43.503385700;1972.4602703679764;1
2021-11-18 04:00:43.503385700;2021-11-26 06:19:02.795148200;1972.4602703679764;1
2021-11-26 06:19:02.810836600;2021-12-30 06:12:48.413428900;1972.4602703679764;1
2021-11-26 06:19:02.810836600;2021-12-30 06:12:48.413428900;1972.4602703679764;1
2021-12-30 06:12:48.429105300;2022-01-03 07:36:20.977549300;1972.4602703679764;1
2021-12-30 06:12:48.429105300;2022-01-03 07:36:20.977549300;1972.4602703679764;1
2022-01-03 07:36:20.993173600;;1972.4602703679764;1
2022-01-03 07:36:20.993173600;;1972.4602703679764;1
2022-01-03 07:36:20.993173600;;1972.4602703679764;1
