Start Date/time (UTC);End Date/time (UTC);Location in meters (m);SCG warning level (1 to 3 or Noise)
2020-08-24 10:53:09.000000000;2020-08-31 23:59:00.000000000;105.0;N
2020-08-24 10:53:09.000000000;2020-09-30 23:38:00.000000000;106.0;N
2020-08-24 10:53:09.000000000;2020-10-21 11:08:28.000000000;106.0;N
2021-07-30 08:59:55.000000000;2021-07-31 23:45:00.000000000;3665.0;N
2021-07-30 08:59:55.000000000;2021-08-27 07:01:42.000000000;3665.0;N
2021-08-27 07:01:42.000000000;2021-09-24 14:10:22.000000000;3665.0;N
2021-07-30 08:59:55.000000000;2021-10-21 23:01:15.000000000;3665.0;N
2022-01-12 08:09:39.653991500;;3680.4904866992133;N
2022-01-12 08:09:39.653991500;2022-02-04 14:13:38.463885600;3680.490639927088;N
2022-02-04 14:13:38.480874600;;3680.490639927088;N
2022-02-04 14:13:38.480874600;;3680.490639927088;N
